Number of Files,Course ID,Course Full Name
17,8250,SEZZ4901: Freestanding Dissertation
17,10717,MATH3301: Real Fluids
17,11267,ITAL6002/ITAL6001: Translation for Socrates Students
17,4059, SPAN4115: The Literary World of Jorge Luis Borges
17,13797,PHIL3041: Special Topics in Political Philosophy
17,37651,IoN Elective Programme
17,12011,MECH2011: Materials & Design Studies
17,5709,(16/17)ANTH3040: Human Sciences Seminar Project
17,4505,Lab_13 Science Club 
17,7045,Survival Analysis
17,10647,GEOG3063: Overseas Fieldclass Greece
17,16209,z-INACTIVE MBBS Final Year Case of the Month Case 8 - H@N updated
17,1172,DUTC3901 / DUTC3902: Dutch Year Abroad
17,3601,ARCL3024: Third Year Dissertation
16,39525,BENVGUE6: An Introduction to Public Economics and Public Policy 16/17
16,13999,PHAS3135: The Physics of Stars
16,14571,IGH teaching staff page
16,15876,STB Group
16,13371,HEBR5773: A Survey of Jewish History: The Modern World
16,11533,COMPGM033/GZ02: Network Performance
16,7153,"ESPS4401: Anarchism, Marxism & Beyond"
16,7946,ARCLG185: Antiquities and the law
16,12017,MECH3012: Production Engineering & Non-metallic materials
16,6603,GEOG3054: Independent Study
16,9316,Endodontics MSc/MClinDent (Year 1)
16,15504,SHS / AH FAQs for Departmental Teaching and Learning Strategies
16,6751,ARCL3046:Lithic Technology
16,4281,z-INACTIVE MBBS Year 5 SSC Renal Medicine 
16,7051,Dealing with missing data
16,14279,BENVGEE9: Social Dimensions of Sustainability
16,27985,"BENVGSD5: Communication, Technologies and Social Power"
16,35335,BENVGUE5: Cost Benefit Analysis: Theory and Practice 15/16
16,2945,"SEESGR25: Exile, Prison and Hard Labour in Russian Literature"
16,595,MAPS3001: Literature Project for Natural Sciences
16,5543,Laws Graduate Taught Skills Sessions
16,3449,SEESGE80: New Language: Estonian
16,7404,LLB Academic Legal Writing
16,11013,GREK7306: The Greek Dialects
16,35337,BENVGUE6: An Introduction to Public Economics and Public Policy 15/16
16,23958,PSYCGD01: Introduction to Cognitive Science 
16,25919,Test Course - J Lawrence
16,12481,BENG103P: Fluid Flow and Mixing in Bioprocesses
16,12567,BENVGSA1: Group Mini Project: Digital Visualisation  
16,6379,CLASGG02:Greek Historians
16,35989,BENVGPU5: Transport Equity and Urban Mobility
16,12483,BENGG016: Fluid flow and mixing in bioprocesses
16,819,_STS operations
16,4700,MECHGB04:  Applications of Biomedical Engineering
16,7756,SEHI1002 Modern Historiography
16,11699,MSINM003: Research and Consultancy Project
16,1970,PLIN3401: Long Essay 
16,9935,ECONG050:Behavioural Economics
16,688,"BSc Planning & Real Estate / Urban Planning, Design & Management / Urban Studies"
16,29355,BENG1006: Introduction to Biochemical Engineering Processing and Design
16,12717,MBBS Year 2 SSC: Anthropological Perspectives on Health and Illness
16,6902,PUBLGC52: Science of evidence
16,13361,PHIL3050/PHILGA48/PHILGO54: Sartre
16,39521,BENVGUE5: Cost Benefit Analysis: Theory and Practice 16/17
16,3147,EELC Research Platform
15,14877,z-INACTIVE MBBS Final Year Case of  the Month Case 7 - Pyrexia on call
15,15186,LCFR6002: French Level 2 (B)
15,2545,PHAS3400: Physics Project - BSc
15,9240,MSIN3003: IMB Personal and Professional Development
15,14005,PG Certificate in Advanced Aesthetic Dentistry 2012/13
15,8176,NANOGC02: Physical Science for Nanotechnology (PSN) 
15,27653,Temporary UCL Library Services Staff Conference 2014
15,35143,"DUTC2101: At the Crossroads of Europe: Belgium, the Netherlands and Luxembourg in the 20th and 21st centuries 12/13 cop7"
15,10159,Professional Development Module (PDM)
15,3087,Safeguarding Children for Medical Students
15,13675,Z2013 Jane Blackwell: Pre-sessional Class Page
15,13739,MSc Spatial Planning
15,12194,MSc Transport: T3 Transport Engineering and Operations
15,14784,ELCS6007: Historical Linguistics
15,23391,MBBS Year 4 Case of the Month Module C 2016-17
15,14337, Year 1 - Implant Dentistry PG Dip
15,13921,SERS2003: Reading skills in Russian (Year 2A)
15,11959,MECHM005/GM01/GR01Applied Thermodynamics & Turbomachinery
15,13579,MRes Advanced Spatial Analysis & Visualisation
15,24264,BENVGUR2: Development Projects (For Urban Regeneration Students)
15,22401,MBBS Year 4 Case of the Month Module A 2016-17
15,7922,ARCLG112 for Bill Sillar
15,8402,PHIL1016: Introduction to Political Philosophy
15,9759,UCL Library Services Staff Conference 2016
15,13705,ITAL4121/ITAL4921: Dante and Petrarch
15,9134,SPANG028: Sex and the Body in Early Modern Europe
15,2827,"SEHI2008: The Fall and Rise of the Polish Nation, 1648-1921"
15,878,AUDLGS06: Paediatrics
15,12206,"FREN4210: Gender, Race and Sexuality"
15,11823,SEESGH16: Europe's Crisis Zone
15,631,BENVGUR2: Development Projects
15,2475,PHAS1228: Thermal Physics
15,8330,PHIL1014: Introduction to Logic 1
15,13161,ELECGC99: Research Project
15,1944,"DUTC2101: At the Crossroads of Europe: Belgium, the Netherlands and Luxembourg in the 20th and 21st centuries"
15,7047,Logistic Regression
15,6711,ARCL2044:Theory and Method for the Archaeology of the Ancient World
14,16926,"TP: Problems, Processes, Disorders"
14,14814,"ELCS6034: Theorising Modernity, Practising Modernism"
14,14055,MATH3101: Measure Theory
14,12547,CHEM3001 Module 6: Scanning Tunneling Microscopy
14,2803,UG Scenario Development
14,7049,Sample size estimation and power calculations
14,8896,UCL LS Library Assistants: Frontline
14,17022,Laurence Clarke's test course 
14,16392,Fi's second moodle testing course 
14,10785,COMP3092: Group Project
14,3083,BIOL2002: Field Course in Environmental Biology
14,12129,MECHM010: Group Design Project 2013-14
14,14826,*BENG3009: Computer Aided Bioprocess Engineering
14,14577,SPAN4001A/B: Advanced Spanish Language for Affiliate Students
14,34923,BENG3009: Computer Aided Bioprocess Engineering
14,12473,ENVS2015: Design Technology II
14,8022,"HART1304 [AW]: Thematic Seminar - Renaissance Portraiture: North and South, Then and Now"
14,9849,Improving Cochlear Implant Performance
14,3367,SEEF1001: Finnish Language Level 1
14,7700,STS PCE stream for UCL Natural Sciences
14,13741,MSc International Planning
14,6729,ARCL2035:Archaeological photography
14,12250,MECHM006/MECHGM02: Power Transmission and Auxiliary Machinery Systems
14,669,ENVS1015: Planning History and Thought
14,16524,"(12/13)ANTH3005: Hunter Gatherers, past present and future"
14,7674,SEESGE64: MA Intermediate Language: Polish
14,10955,Geography Physical MSc Skills Training 
14,12713,GEOG3040/3001: Dissertation
14,16908,TP: Research Methods
14,14526,Introduction to the contexts and histories of art practice
14,25788,BENVGSU4: Major Research Project
14,5565,GEOLM003: Earth and Planetary System Science
14,28849,MECHM010: Group Design Project
14,11565,"Algorithmics, COMPGC05"
14,13955,SPPDRS: Departmental Research Seminar
14,3863,CENG304P: Transport Phenomena II
14,5209,MSc Urban Development Planning 2015/16
14,4601,SPP Teaching and Personal Tutor Resources
13,4947,ITAL4040: Final Year Italian Language
13,5635,STAT6202:  Introductory statistical methods (B)
13,5293,ENGL3009_3009A_3009B_3009W_6013_7009: Old English Literature I
13,15891,EJUR research cluster
13,10533,BENVGA05: Year 5 Thesis
13,7430,"SEHI3007: Urban Culture and Modernity: Vienna-Prague-Budapest, 1857-1938"
13,15093,Analysis of Variance (ANOVA) in SPSS
13,6759,ARCL3062:Art &Archaeology of Ancient China
13,10787,COMP3093: Practical Software Engineering
13,11163,ARCLG217:Archaeologies of Modern Conflict
13,11323,FREN2108: France - Culture & Society
13,15933,BENVGPMF: Marketing and Project Business Development
13,4403,Peer Mentoring for Research Staff
13,8564,FIS Navigation
13,7342,SEEC2011: Czech and Slovak Literature 2
13,862,Español B
13,14895,ELCS6015: The Middle Ages and the Formation of European and National Identities 
13,930,MECH3014: Thermal Power and the environment
13,2977,SPAN4404: La novela negra in Spain
13,10177,Introduction to R
13,12162,Gradskills/CS: Introduction to R
13,3243,(16/17)ANTH2003: Palaeoanthropology
13,6707,ARCL2019:Public archaeology
13,14361,LITCG006: Apocalypse Literature
13,15111,ARCLG226: Society and Culture in Ancient Egypt
13,10725,HEBR7768: GREEKS AND JEWS: ANTIQUITY AND THE MODERN WORLD
13,590,AUDL4005: Paediatric Audiology
13,9589,"PHILG025: Advanced Studies in Mind and Language: Subjects, Consciousness, the First Person, and Self-Consciousness"
13,7285,SEEC1004: Introduction to Czech Literature
13,12168,PUBLG084: Social Values and Public Policy: Health and the Environment
13,12933,"ENVS1004: Structures, Materials and Forming Techniques"
13,11135,"ANTH RRG: COSMOLOGY, RELIGION, ONTOLOGY AND CULTURE"
13,5103,UCL Neuroscience Society
12,14367,SEHI3008/9008: Mass Culture in an Age of Revolution
12,38099,ANAT3039: Advanced Practical Anatomy
12,13937,"GEOGG126: Representation, Structures and Algorithms"
12,11009,SEEF4001: Finnish Language Level 3
12,15045,(15/16)ANTH3055: Transforming and Creating the World: Anthropological Perspectives on Techniques and Technology
12,12739,HPSC2017B STS in Practice - Term 2
12,2098,ARCL3075: Understanding Complex Societies: Egypt and Mesopotamia in the third millennium BC
12,738,(15/16)ANTH7013: Anthropology of the Built Environment
12,11011,LATN2015: History of the Latin Language
12,12047,MATH3113/MATHM113: Differential Geometry
12,13239,International Child Mental Health (CHLDGM04)
12,7053,Analysis of 2x2 tables
12,14041,MATH2101: Analysis 3: Complex Analysis
12,14125,MATH1203: Algebra for Joint Honours Students
12,12285,INSTG014: Information Sources and Retrieval
12,13889,GEOGG121: Analytical and Numerical Methods
12,2997,BIOL7008: Ecological Genetics
12,8026,Kant [Graduate] (PHILGA31_PHILG014)
12,3487,LAWS3039 Alternative Dispute Resolution  
12,861,Español intermedio
12,7492,ANAT3038: Advanced Anatomy
12,14295,Philosophy Department: Rhetoric and Presentation Skills
12,6205,GERM1105:Introduction to Modern German Literature 
12,12619,z-INACTIVE MBBS Final Year Case of the Month Case 5 - Back pain
12,6731,ARCL2036:Archaeological illustration and imaging
12,16284,z-INACTIVE MBBS Year 2: Cardiometabolic Patient Pathway Module 
12,22099,PSYC2301 Computing for Psychologists
12,15060,SPANG009B: The Works of Jorge Luis Borges
12,15528,"ELCS6001: Cryptographs: Tombs, Museums, and the Novel"
12,16668,In the company of animals: An introduction to animal studies
12,4501,NEUR3045/G045/M045: Visual Neuroscience
12,2410,ELEC2008 Semiconductor Devices
12,7800,CPLXG001/CPLX003: CoMPLEX Bioinformatics
12,178,"Computational Complexity,COMP3004: "
12,2575,PHASM315/SPCEG013: High Energy Astrophysics
12,3145,"SEHI2002: Crown, Church and Estates in Central Europe 1500-1700"
12,15978,GEOGRAPHY - Coursework Submission
12,38147,"SEESGS84: Anthropology, Politics, Intimacy"
12,23970,PSYCGD05 - Programming for Cognitive Science 
12,13907,"SEESGH13: The Soviet Cultural Experiment I, 1917-1945"
12,4945,Virtual classroom for Italian Language
12,989,"LCSP6056: Spanish Business, Current Affairs and Culture"
12,12015,MECH3010: Design
12,12519,"MATH6402: Mathematics for Students of Economics, Statistics and Related Disciplines 2"
12,9138,MATH3304/MATHG304: Geophysical Fluid Dynamics
11,15087,BENVGSA5: Knowledge Power: The Fundamentals of Research
11,16491,ZZ_HART1304 [RSJ]: Illusions of Flesh & Blood (2012/13)
11,14664,"MSc Sports Medicine, Exercise and Health:  Course Information"
11,11799,FREN2110: Contesting Frenchness
11,27651,SEESGS40 SSEES MA Dissertation Preparation Programme 2015-2016
11,23115,"(15/16)ANTHGD23: Reproduction, Sex and Sexuality"
11,15510,Eliminating Unconscious Bias - 2011-12 documents
11,15561,ELCS6040: Shorter Narrative in East and West
11,739,(16/17)ANTH3020: Social Construction of Landscape
11,13941,GEOGG124: Terrestrial Carbon: Modelling and Monitoring
11,12029,German for Beginners
11,12196,MSc Transport: T6 Transport Policy
11,14043,MATH6301: Discrete Mathematics for Computer Scientists
11,3369,SEEF2001: Finnish Language Level 2
11,12649,Academic video collection of simulated surgical procedures
11,12711,Common Teaching Timetable
11,11629,HISTG009: Infamous Writings: Controversies and Receptions in the History of Early Modern Europe
11,9761,Learning at Work
11,13227,Cell and Gene Therapy Students Page
11,8368,SEESGS40 SSEES MA Dissertation Preparation Programme 2013-14
11,38559,"(16/17)ANTHGD23: Reproduction, Sex and Sexuality"
11,7970,SEESGH08: Metropolis: History of Berlin 1871-1990
11,10243,SPAN4114: The Literary World of Jorge Luis Borges
11,11199,ARCL3086:The archaeology of Etruscan Italy
10,21317,GEOGGG99: MSc Globalisation Dissertation
10,28911,GEOG ECON Second Year Reading Seminars
10,27887,SESS2108: Post-Soviet Politics and Society
10,35949,SEEF1009: Finnish A
10,28989,SESS3203: Social change in Central and Eastern Europe
10,29257,SEESGS77: Sociology of Religion
10,25386,SEEY1009: Serbian/Croatian A
10,35645,SEEB2105: Introduction to Bulgarian Literature
10,23916,SERS2024: The Petersburg 'Text' in Russian Literature and Culture: From Romanticism to Modernism
10,38429,GEOGG047: Precarious Urban Environments
10,27141,SESS2109: Politics and Societies of Southeast Europe 
10,36959,SEEY2002 - Serbian/Croatian Language Level 2B
10,18450,SEHI7011: Society and Politics in Late Imperial Russia
10,24108,SERS1003: Comprehension of Russian Year 1 - Translation
10,30059,Assignment Submission for CHMEGH28: Clinical Knowledge & Decision Making 2016-17
10,12731,Plagiarism and academic writing - a guide for students
10,13911,SEESGR11: Intermediate Language: Russian
10,3445,SEHI2007: The Rise and Fall of Yugoslavia
10,1947,DUTC1301: Identities and Communities in the Low Countries
10,9140,MATHGM02: Nonlinear Systems
10,12591,"(16/17)ANTHRDP: Research, Design and Presentation"
10,35137,SEESGS83: Political Sociology
10,35951,SEEB2001: Bulgarian Level 2
10,24441,SEEP7001 Polish Contemporary Cinema
10,41833,SEEF1109: Finnish A (e-learning version)
10,21881,SEEU4001: Ukrainian Language Level 3A
10,19875,SEHI7008: The Balkans from Empires to Nation-States
10,17355,GEOGG099 / GEOGGC99 / GEOGGR99: Physical Geography Masters Dissertation 15/16
10,29271,SEHI1001: Seminars in History
10,26785,Geography Staff and Phd - Risk Assessments
10,25413,SERS2009: Russian 2(B)
10,14035,MATH1201: Algebra 1
10,35571,"GEOGG205: Gender, Generation and Forced Migration"
10,34633,SEEE2015: Staging Europe: Modern European Drama and Theatre
10,35647,SEEC2105: Introduction to Czech Literature
10,17955,SEHI7005: Themes in Romanian History: From Dacians to Democrats
10,34825,SEEU2109: Ukrainian Syllabus B
10,23919,SEEE2009: Narratives of Exile
10,28367,GEOGG093: Cities and Climate Change
10,10101,Ben Chatterley's Test Course
10,11837,SEER2001: Romanian level 2A Comprehension
10,10757,STS HPS stream for UCL Natural Sciences
10,13917,SERS1001: Comprehension of Russian (Year 1A)
10,2549,PHAS3441: Group Project
10,9114,Fundamentals of Teaching - e-learning Workshop2
10,15216,"LCFR6056: French Business, Current Affairs and Culture"
10,35893,GEOGG085: Global Crisis
10,28917,SEESGR10: New Language: Russian
10,35203,SEESGR31: Advanced Russian
10,14886,BENG3004 Bioprocess Plant Design / BENG3001 Bioprocess Design Study
10,21883,SEEU4002: Ukrainian Language Level 3B
10,19956,SEHI7009: The Age of Extremes in the Balkans
10,28033," SEESGR30:The Reflecting Screen: Russian and Soviet Cinema in its Cultural Context, 1896 to the Present"
10,25419,SEEF4003 Finnish Society and Culture 3
10,14039,MATH7202: Algebra 4: Groups and Rings
10,28107,GEOG3090: Study Abroad Year Report 
10,35573,GEOG3065 / GEOGG153: Mining Social and Geographic Datasets
10,14475,PSYCGC13: Communication Skills in Cognitive Neuroscience
10,17799,SEESGE95: Literary and Cultural Theory
10,25653,UCL Geography Research Student Resources
10,34637,SEHI2010: Dictatorship as Experience. The coexistence of consensus and refusal in the German Democratic Republic
10,38367,(16/17)ANTHGS04: Research Methods
10,36705,SEEB1001 - Bulgarian Language Level 1
10,35649,SEEH2105: Introduction to Hungarian Literature
10,23922,"SEEE2010: Tales of the Unexpected: the Supernatural and Fantastic in Literature, 1800 - 1930"
10,35697,GEOG1003: Data Acquisition and Interpretation
10,34887,SESS1205: Understanding Politics I: The Big Questions 
10,28369,GEOGG094: Postcolonial Cultural Geographies
10,15192,LCFR6003: French Level 3 (C)
10,7898,ARCLG021: Exploratory Data Analysis in Archaeology
10,11839,SEER2002: Romanian Level 2 B Production
10,13919,SERS2001: Comprehension of Russian (Year 2A)-Translation
10,13547,SEESGE07: How to Read/Interpret Texts: Introduction to Hermeneutics
10,13187,BENG2001/BENG2011: Downstream Processing
10,5117,Intermediate Dutch 2
10,28737,SESS1005: Applied Game Theory
10,17049,Russell Rodrigues's test course
10,38739,SEESGH76: Between the 'Second' and the 'Third Worlds'
10,21885,SEEU1002: Ukrainian Culture and Text
10,28003,SEEY2109: Serbian/Croatian B
10,19959,SEHI7010: History of the Soviet Union
10,28035,SEESGE86: Literatures of Rupture: Modernism in Russia and Eastern Europe
10,42007,GEOG2027: Human Geography Field Course
10,28109,GEOG3091: Study Abroad Year Dissertation Report 
10,20637,MBBS Year 1 Portfolio
10,41007,"SEESGS85: Understanding 'Transitional Justice': Crime, punishment and process"
10,35651,SEEP2105: Introduction to Polish Literature
10,34843,GEOG2010: Economic Geography
10,38513,SEHI3012: Life Writing: Memory and Identity in the Twentieth Century Europe
10,35711,SEESGR16: Intermediate Plus: Russian
10,28375,GEOGG095: Ocean Circulation and Climate Change
10,4741,MSIN7014: Strategic Human Resource Management
10,7880,Planning All Students (page no longer maintained)
10,35789,SEESGS62: Introduction to Discourse Analysis
10,40251,SEHI6006:  History of the Habsburg Monarchy 1700-1918
10,41653,SEEF2109: Finnish B
10,28009,SEEE1006: Literature and Memory
10,19968,SESS1004: Introduction to Macroeconomics
10,29337,SEESGS78: The Economics of Property Rights
10,38419,GEOGG044: Geo-Politics
10,35653,SEEY2105: Introduction to Serbian/Croatian Literature
10,34845,GEOG3060: Economic Geography II 
10,22827,SESS1204: Communism in the Soviet Union and Eastern Europe
10,27441,SESS2106: Comparative Political Analysis
10,13891,GEOGG122: Scientific Computing
10,8362,AVM
10,10791,MSc in Mathematical Modelling
10,13519,Physical Activity & Clinical Exercise for Cardiovascular Disease (CHLDGC20)
10,11023,"Theory II, COMP104P"
10,30133,Robert Bodden Test Course
10,28575,Geography Second Year Reading Seminars
10,26089,SESS1206: Understanding Politics II: How Politics Works
10,15249,LCGE6003: German Level 3 (C)
10,36007,SEEP1009: Polish A
10,35215,SEHI1004: Frontiers of History
10,17313,MBBS Year 6 Examiner Training 
10,28011,SEEE2011: Languages in Contact along the Danube: Intercultural Frictions and Flows
10,40981,SEEB4001: Bulgarian Language Level 3
10,20661,MBBS Year 2 Portfolio
10,27099,Assignment Submission for CHMEGH24: Information Systems in Healthcare 2016-17
10,35625,SERS4003: Essay in Russian (Year 4)
10,38423,"GEOGG045: Environment, Politics and Practice"
10,22431,SEEU1009: Ukrainian Syllabus A
10,20826,SESS1203: Understanding Society: Introduction to Political Sociology
10,34847,GEOG3073: Cultural and Historical Geography II
10,8306,SERS4002: Use of Russian (Year 4)
10,13903,"SEESGH06: Little Hitlers? Right Radicalism in Central and Eastern Europe, 1900-1945"
10,10321,z-INACTIVE MBBS My Portfolio (2010/11 entrants)
10,644,LAWS3043 Crime and Criminal Justice 
10,13729,BENVGMP6: Sustainability Visions & Challenges for Mega Infrastructure Investments
10,12573,BENVGSC5: Urban Simulation
10,12109,Department of German: Assessed Essay Submissions 2013-14
10,12651,LAWS1013: Introduction to Law and Legal Method Induction Course
10,3265,ITAL2101: The Italian language and its varieties
10,18585,SESS3007: Health Economics and Policy
10,33425,SESS3107: Poland in the UK
10,26357,MSc Pilot Plant Week
10,40545,GEOGG099 / GEOGGC99 / GEOGGR99: Physical Geography Masters Dissertation 16/17
10,28015,"SEEE2013: War, Trauma and Memory in East European Cinema"
10,40707,SESS3204: Parties and Elections in a Global Perspective
10,36517,SEESGS76: Sexuality and Society in Russia and Eastern Europe
10,20355,SERS1009: Russian 1(A)
10,35501,SERS1002: Use of Russian (Year 1A) - Oral
10,29443,SEEB1007: Bulgarian Literature 1
10,15063,ELCS6013: Master and Slave
10,27101,Assignment Submission for CHMEGH31: Information Law & Governance in Clinical Practice 2016-17
10,34849,GEOG3074: Overseas Fieldclass - Florida 
10,28335,SEESGS58: Migration in the European Union
10,36955,SEESGE90:MA Intermediate Estonian
10,28441,SESS1006: Contemporary Issues in International Business
10,13905,SEESGH12: Religion in South-Eastern Europe: From the Age of Empires to Post-Communism
10,11555,"Geometry of Images, COMPGV11/COMPM081"
10,6209,GERM2002:Modern German Language II - translation and comprehension 
10,7676,Projects in the French Language
10,836,PHAR3009: Pharmacology Library Project
10,27507,GEOG3067: Palaeoclimatology
10,21475,SEESGE69: Ukrainian MA Intermediate Language
10,35947,SEEP2109: Polish B
10,19101,SEESGS48: Interdisciplinary Area Studies II
10,28987,SESS2107: Researching Politics and Society
10,36033,SSEES Student Evaluation Questionnaire (SEQ)
10,19866,SEESGS64: Post Soviet Politics
10,24864,SEHI7012: Czechoslovakia in the Age of Extremes
10,19986,"SEESGH72: Russian Monarchy: Court Ritual and Political Ideas, 1498-1917"
10,25215,GEOGXXXX Coursework Marking Trial
10,35641,SEHI6012: Short Taught Dissertation with Coursework
10,23913,SERS2023: Identities in Nineteenth Century Russian Literature
10,38427,GEOGG046: Advanced Geopolitics
10,35679,SEEE2014: Minority Languages of Russia
10,36957,SEEY2001 - Serbian/Croatian Languge Level 2A
10,389,COMPMSCS: Maths
10,7640,PHASM474/PHASG474:PLASTIC AND MOLECULAR (OPTO) ELECTRONICS
10,1208,Kate Howe Test Course
10,3503,SEER1001: Romanian Language Level 1
10,11761,SEEU1001: Ukrainian Language Level 1 
10,13813,SCAN4004: Degree-level Modern Icelandic
9,15261,LCGE6034: German Level 4 (CD)
9,16182,"(15/16)ANTHGE99: MSc Anthropology, Environment, and Development Dissertation"
9,11711,HART3904: Undergraduate Report in History of Art
9,11389,(16/17)ANTHGR99: MRes Dissertation
9,8770,"Dissertation, COMPGA99"
9,338,"MSc in Computational Archaeology: GIS, Data Science and Complexity"
9,23082,"MSc Thesis on Web Science and Big Data Analytics, COMPGW99"
9,16185,(15/16)ANTHGH99: MSc Human Evolution & Behaviour Dissertation
9,14574,STATG000: Foundation Course
9,13819,SCAN4401: Advanced Old Norse
9,12351,z-INACTIVE MBBS Final Year Case of the Month Case 4 - trauma 2
9,3715,SESS3106: Governance and Corruption
9,11713,HART3906: Independent Study Essay in History of Art
9,5789,GREK7305: Mycenean Greek
9,6369,MDVLGH10: Medieval Papacy
9,15894,Philosophy: TMR Reading Group
9,16887,TP: Induction
9,16188,(15/16)ANTHGR99: MRes Dissertation
9,16347,Near Peers  UCL Outreach project
9,14079,HIST7335: State Sovereignty & Liberty: European Political Thought in the C18th
9,10117,MSc in Applied or Clinical Paediatric Neuropsychology Induction Page
9,9495,Mechanical Engineering PhD Forum
9,12365,Institute for Women's Health Research Student Virtual Common Room
9,11243,(16/17)ANTHGC99: Material and Visual Culture Dissertation
9,11399,(16/17)ANTHGH99: MSc Human Evolution & Behaviour Dissertation
9,16956,SC Group
9,40441,PUBLG099/PUBLGL99: Dissertation 2015/16 (created Oct 2016)
9,9725,PSBSGP09: Statistics
9,13691,PUBLG099/PUBLGL99: Dissertation
9,11403,"(16/17)ANTHGE99: MSc Anthropology, Environment, and Development Dissertation"
9,6417,HIST6201: Europe in the Early Middle Ages
9,27793,(Copy) Near Peers  UCL Outreach project
9,14127,MATHM505/MATHG505: Evolutionary Games and Population Genetics
9,7904,ARCLG056: Public Archaeology
9,6513,Human Sciences Information and Materials
9,5037,"HCSCGH98: Neuroscience, Language and Communication Project"
9,12031,Course Unit: Academic Writing (Ian)
9,9202,DUTC4901 / DUTCG901 / DUTCG902 - Project in Dutch
9,16170,(15/16)ANTHGC99: Material and Visual Culture Dissertation
9,36337,PUBLG099/PUBLGL99: Dissertation 2015/16
9,11819,FREN1106B: French Film: Close Reading
9,4407,"Advanced Topics in Machine Learning, COMPGI13/COMPM050"
9,7283,SEESGE19: Central European Modernism
9,1001,SIHRA PERSONAL & ACADEMIC TUTORIALS
9,835,PHAR3010: Pharmacology Research Projects
9,10567,LAWSG138: Legal Action and Research for Communities & Sustainability
9,28969,IfWH Research Student Supervisors
9,13451,LAWSG144: Principles of Media Regulation
9,12995,NANOGE02/NANOME02: Nanoelectronic Devices (NED)
9,8144,PHIL3035: Texts from Early Modern Philosophy
9,11757,SCAN7405: Viking-Age Scandinavia
9,11027,Pronunciation and Public Speaking Course
9,16833,Linguistics Writing and Learning Workshops 
9,16179,(15/16)ANTHGD99: MSc Medical Anthropology Dissertation
9,23076,"MRes Dissertation on Web Science and Big Data Analytics, COMPGW98 "
9,9016,LCSP6005: Spanish for Business and Current Affairs
9,9068,Deterring and detecting plagiarism - for training
9,11295,(16/17)ANTHGD99: MSc Medical Anthropology Dissertation
9,11709,HART3907: History of Art and Material Studies Project Paper
9,12218,GEOLGG01: Research Methods
8,23325,z-INACTIVE MBBS Year 4 Medical Information Skills
8,23523,DClinPSy – Current Moodle Pages
8,41893,DO NOT USE TO BE DELETED PHASM101: ASTROPHYSICS PROJECT 2017-18
8,21977,MBBS Year 6 SSC Evidence into practice: Quality improvement
8,20736,z-INACTIVE MBBS Final Year Case of the Month Case 11 - Unexplained anaemia
8,20910,z-INACTIVE MBBS Final Year Case of the Month Case 12 - Gallstones
8,12172,SSC in Paediatrics at ICH/GOSH
8,23478,MBBS Year 4 - Case of the Month Revision 
8,22395,MBBS Year 6 Case of the Month 2016-17
8,24111,INST1002: Programming 1 - Coursework submission only 2016/17
8,21323,Student Academic Representatives (StARs) 2016-17
8,23385,MBBS Year 5 Case of the Month Module C: HOPE 2016-17
8,23496,MBBS Year 5 - Case of the Month Revision 
8,22397,z-INACTIVE MBBS Year 6 Case of the Month Group B1 2013-14
8,42141,PHASM101: ASTROPHYSICS PROJECT 2017-18
8,8976,PHIL2035: Knowledge
8,6894,SERS4026: Russian Poetry in the Silver Age
8,6371,MDVLGH11A: Magic in the Middle Ages
8,8178,CPLXG007: Instrumentation and Physical Techniques in the Life Sciences (IPTL)
8,23505,z-INACTIVE MBBS Final Year Case of the Month Case 15 - Mr Smith updated
8,14376,Introduction to Programming
8,22399,z-INACTIVE MBBS Year 6 Case of the Month Group B2 2013-14
8,4109,Biosciences Teaching and Learning Team
8,7900,ARCLG273: Forensic Archaeology
8,6761,ARCL3072:Archaeology of the Levant
8,11611,HIST7103: Religious Conversion in the Fourth Century: The Confessions of St Augustine
8,10315,Electrical Power Systems and Alternative Power Systems / Electrical Power Systems and Alternative Power Systems (Masters Level)
8,8180,NANOGC04: Nanoscale Processing and Characterisation for Advanced Devices (NPC)
8,4057,SPAN2120: The Essay in Spanish America
8,16779,z-INACTIVE MBBS Final Year Case of the Month Case 9 - Mrs Sharma
8,37517,PHASM101: ASTROPHYSICS PROJECT 2016-17
8,23508,z-INACTIVE MBBS Final Year Case of the Month Case 16 - The Ward Round 
8,4357,"ARCLG194:Themes, Thought and Theory in World Archaeology: Current Issues"
8,2567,PHASM101: ASTROPHYSICS PROJECT 2012-13
8,116,Economics Induction
8,21777,z-INACTIVE MBBS Year 4 Case of the Month Case 3 - assessing pt with temperature
8,39895,MBBS Year 6 Case of the Month 2016-17 (copied 19/09/2016)
8,29975,PHASM101: ASTROPHYSICS PROJECT 2015-16
8,6774,Intermediate Dutch 1
8,9012,LCSP6003: Spanish Level 3 (C)
8,223,SEESGS36: Cultural Anthropology of South-Eastern Europe (MA)
8,10285,z-INACTIVE Example MBBS Course
8,13153,Skills Development Programme: Philosophy of Science Workshop
8,12075,Paediatrics and Child Health Programme
8,4551,OUP Handbook of Archaeological Theory
8,14799,Bioprocess Research Project M005/M006/3010/M070
8,17157,Teaching Fellows' Forum
8,23517,z-INACTIVE MBBS Final Year Case of the Month Case 19 - GBM case
8,21921,PHASM101: ASTROPHYSICS PROJECT 2014-15
8,29753,Assignment Submission for CHMEGH25: Shared Care & Electronic Health Records 2016-17
